type,stem,options,answer,knowledge,analysis
,,"A. buying bonds.
B. selling bonds.
C. encouraging the government to increase its spending on hospitals.
D. encouraging the government to decrease its spending on hospitals.",A,,
,,"A. it affects the possibilities for arbitrage between domestic financial markets, and therefore the link between domestic and overseas interest rates.
B. it affects the possibilities for arbitrage between domestic and overseas financial markets, and therefore the link between domestic and overseas interest rates.
C. the exchange rate is also an important fiscal policy tool.
D. None of the above is true.",B,,
,,"A. net exports rise as GDP rises.
B. net exports fall as GDP falls.
C. net exports fall when GDP is constant.
D. net exports fall as GDP rises.",D,,
,,"A. they influence domestic interest rates, and gross capital flows must be equal and opposite to the current account balance.
B. they influence domestic interest rates, and net capital flows must be equal and opposite to the current account balance.
C. a current account surplus implies net capital inflows.
D. a current account deficit implies net capital outflows.",B,,
,,"A. the domestic interest rate is determined by domestic demand and supply alone.
B. the domestic interest rate is influenced by domestic demand and supply and by international capital flows.
C. net exports have no impact on domestic interest rates.
D. international capital flows have no impact on domestic interest rates.",B,,
,,"A. domestic and foreign interest rates are unrelated, so the domestic monetary authorities have total discretion in setting domestic interest rates.
B. domestic and foreign interest rates are unrelated, so the domestic monetary authorities have no discretion in setting domestic interest rates.
C. domestic and foreign interest rates are tied together, so the domestic monetary authorities have total discretion in setting domestic interest rates.
D. domestic and foreign interest rates are tied together, so the domestic monetary authorities have no discretion in setting domestic interest rates.",D,,
,,"A. monetary policy.
B. penal policy.
C. an incomes policy.
D. a fixed exchange rate policy.",A,,
,,"A. can operate successfully via the LM curve.
B. can operate successfully via the BB curve.
C. cannot exert any independent influence over real economic activity.
D. will only be effective in the long run.",C,,
,,"A. can control both the domestic interest rate and the stock of money.
B. can control the domestic interest rate but not the stock of money.
C. can control the stock of money but not the domestic interest rate.
D. can control neither the domestic interest rate nor the stock of money.",D,,
,,"A. is likely to be through the exchange rate to net exports.
B. is likely to be through the interest rate to investment.
C. will never be through the interest rate to net exports.
D. is likely often to be through the interest rate to net imports.",A,,
,,"A. buy sterling and buy foreign currency.
B. sell sterling and buy foreign currency.
C. buy sterling and sell foreign currency.
D. ask the markets to prevent the fall.",C,,
,,"A. increase the money supply and shift the LM curve left.
B. decrease the money supply and shift the LM curve right.
C. increase the money supply and shift the LM curve right.
D. decrease the money supply and shift the LM curve left.",D,,
,,"A. will be different from that produced by relying on the economy's automatic adjustment mechanisms if fiscal policy is used, but the same if monetary policy is used.
B. will be different from that produced by relying on the economy's automatic adjustment mechanisms if monetary policy is used, but the same if fiscal policy is used.
C. will be different from that produced by relying on the economy's automatic adjustment mechanisms whether or not fiscal or monetary policy is used.
D. will be the same as that produced by relying on the economy's automatic adjustment mechanisms whether fiscal or monetary policy is used.",A,,
,,"A. the domestic and foreign interest rates must always be equal.
B. any differential between domestic and foreign interest rates must equal the expected change in the exchange rate.
C. any differential between domestic and foreign interest rates must equal the current difference in the exchange rates.
D. None of the above is true.",B,,
,,"A. a crowding out of investment.
B. a matching rise in investment.
C. a crowding out of net exports.
D. a fall in the exchange rate.",A,,
,,"A. a trade surplus.
B. an increase in the domestic price level and a trade deficit.
C. a decrease in the domestic price level.
D. a decrease in the domestic price level and a trade deficit.",B,,
,,"A. no change in the price level.
B. a shortage of money.
C. a decline in real GDP.
D. an output boom.",D,,
,,"A. higher prices and currency depreciation.
B. higher prices and currency appreciation.
C. lower prices and currency depreciation.
D. lower prices and currency appreciation.",A,,
,,"A. a fall just sufficient to compensate for the fall in the domestic interest rate.
B. a fall less than sufficient to compensate for the fall in the domestic interest rate.
C. a fall more than sufficient to compensate for the fall in the domestic interest rate.
D. a rise just sufficient to compensate for the fall in the domestic interest rate.",C,,
,,"A. a current account surplus as net exports are crowded out.
B. a current account deficit as net exports are crowded in.",A,,
,,"A. make the current account significantly worse in the long term.
B. initially cause a deterioration of the current account before an improvement.
C. initially cause an improvement of the current account before a deterioration in the long run.
D. cause a quick and lasting improvement in the current account balance.",B,,
